,num_beds,num_baths,size_sqft,total_num_units,lat,lng,price,mean_tenure_price,active_years,remaining_lease,planning_area_mean,total_rooms,size_per_room,mean_property_type,distance,num_shopping_malls,tenure_99-Year Leasehold,tenure_Freehold,tenure_Others,property_type_apartment,property_type_bungalow,property_type_cluster house,property_type_condo,property_type_conservation house,property_type_corner terrace,property_type_executive condo,property_type_good class bungalow,property_type_hdb,property_type_hdb executive,property_type_landed,property_type_semi-detached house,property_type_terraced house,property_type_townhouse,property_type_walk-up,furnishing_fully,furnishing_na,furnishing_partial,furnishing_unfurnished,furnishing_unspecified
1736,2.0,2.0,904,468.0,1.35081375,103.86531740494937,2047500.0,1887101.9683996823,8.0,91.0,3794226.376440461,4.0,226.0,2939232.736224597,0.09724479226159528,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1737,2.0,2.0,808,90.0,1.2937442,103.8466319,1988700.0,4723458.03669437,-3.0,-1.0,2257360.663507109,4.0,202.0,2939232.736224597,0.29160247650059123,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1738,4.0,3.0,1195,34.0,1.3136277,103.8831086,2121000.0,4723458.03669437,-3.0,-1.0,1439581.1138014528,7.0,170.71428571428572,2939232.736224597,0.3109708694451854,5.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1739,4.0,3.0,1291,503.0,1.3997063,103.88879840590312,714000.0,1887101.9683996823,5.0,94.0,985874.5974955277,7.0,184.42857142857142,662163.9668049793,1.156926466311573,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1740,2.0,2.0,732,-1.0,1.33745435,103.84324614316505,630000.0,1887101.9683996823,4.0,95.0,1519901.3333333333,4.0,183.0,662163.9668049793,0.34403173505905293,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1741,4.0,5.0,10000,-1.0,1.3197144,103.8299065,19740000.0,4723458.03669437,32.0,-1.0,3691529.044117647,9.0,1111.111111111111,17301457.16198126,0.4337806489420962,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1742,3.0,3.0,1044,638.0,1.3123637,103.80327091227252,3279200.0,4723458.03669437,-1.0,-1.0,5583573.20754717,6.0,174.0,2939232.736224597,0.7238853301692189,4.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1743,1.0,1.0,474,219.0,1.29636395,103.857202171856,1656900.0,1887101.9683996823,-3.0,102.0,5017418.02507837,2.0,237.0,2939232.736224597,0.38113120937341605,16.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1744,4.0,2.0,1377,-1.0,1.36601165,103.9588994506616,714000.0,1887101.9683996823,29.0,70.0,2307447.3451327435,6.0,229.5,662163.9668049793,1.185068319031181,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1745,2.0,2.0,624,319.0,1.310429,103.80282102340084,1811700.0,4723458.03669437,-3.0,-1.0,5583573.20754717,4.0,156.0,2939232.736224597,0.7422298115143062,4.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1746,3.0,2.0,1021,-1.0,1.38925895,103.87649858994004,535500.0,1887101.9683996823,17.0,82.0,985874.5974955277,5.0,204.2,662163.9668049793,1.9803305974146386,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1747,1.0,1.0,1281,334.0,1.3051724,103.78833649436824,1701000.0,1887101.9683996823,11.0,88.0,1940514.7798742137,2.0,640.5,3433777.777777778,0.2564142950293427,6.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1748,2.0,2.0,850,210.0,1.29215095,103.81631364873118,1521300.0,1887101.9683996823,24.0,75.0,2445884.3173431735,4.0,212.5,2939232.736224597,0.282287158949006,4.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1749,4.0,4.0,3154,62.0,1.3310043,103.8073633,4855900.0,3685375.426905456,6.0,-1.0,5583573.20754717,8.0,394.25,4428108.695652174,0.5179826508101387,4.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1750,2.0,2.0,775,312.0,1.27944335,103.84735334399925,1785000.0,1887101.9683996823,11.0,88.0,5017418.02507837,4.0,193.75,2939232.736224597,0.32415130819871585,16.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1751,4.0,3.0,1572,97.0,1.35731545,103.84581315505883,1058400.0,1887101.9683996823,30.0,69.0,2787526.83982684,7.0,224.57142857142858,919453.7704918033,0.7597453351932031,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1752,2.0,2.0,979,444.0,1.4321746,103.7978000942503,1026900.0,1887101.9683996823,14.0,85.0,806956.345177665,4.0,244.75,1466824.67789891,0.7307393055134637,8.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1753,2.0,2.0,721,-1.0,1.3745986,103.85304255478673,407400.0,1887101.9683996823,42.0,57.0,2375806.99844479,4.0,180.25,662163.9668049793,0.645399191051921,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1754,3.0,2.0,1023,-1.0,1.3694176,103.8604291,598500.0,1887101.9683996823,44.0,55.0,2375806.99844479,5.0,204.6,662163.9668049793,1.2111524374700016,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1755,3.0,2.0,1121,-1.0,1.3352919,103.7709543099376,840000.0,1887101.9683996823,33.0,66.0,5583573.20754717,5.0,224.2,662163.9668049793,0.818048089502465,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1756,3.0,2.0,990,-1.0,1.377017,103.7401962,577500.0,1887101.9683996823,5.0,94.0,782881.2307692308,5.0,198.0,662163.9668049793,1.033215310346748,8.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1757,3.0,3.0,1034,480.0,1.3523793,103.6967058924398,1260000.0,1887101.9683996823,5.0,94.0,853171.9480519481,6.0,172.33333333333334,2939232.736224597,1.6370903598657387,5.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1758,3.0,2.0,990,378.0,1.3994746500000002,103.91255569721956,1247400.0,1887101.9683996823,6.0,93.0,996617.6724137932,5.0,198.0,1466824.67789891,1.7292447626574865,4.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1759,2.0,2.0,861,105.0,1.32893185,103.90696738651695,1352400.0,4723458.03669437,6.0,-1.0,2807377.8616352202,4.0,215.25,2939232.736224597,0.6877203374832033,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1760,3.0,2.0,1507,-1.0,1.3513476999999998,103.74683637584404,892500.0,1887101.9683996823,37.0,62.0,1603696.7741935484,5.0,301.4,662163.9668049793,0.397245659792089,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1761,3.0,2.0,1528,96.0,1.4213002,103.83741159839212,861000.0,1887101.9683996823,35.0,64.0,1148531.2775330397,5.0,305.6,919453.7704918033,0.6563597169984283,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1762,6.0,5.0,4007,-1.0,1.3602446499999998,103.86511076372146,5953500.0,4723458.03669437,19.0,-1.0,3794226.376440461,11.0,364.27272727272725,6230949.803921568,0.964052185421829,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1763,3.0,3.0,1571,61.0,1.3780901,103.76677765855705,879900.0,1887101.9683996823,35.0,64.0,1717656.4459930314,6.0,261.8333333333333,919453.7704918033,0.6428828582589318,5.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1764,3.0,2.0,1313,-1.0,1.30285725,103.9131993343271,808500.0,1887101.9683996823,47.0,52.0,3897221.5361445784,5.0,262.6,662163.9668049793,2.0105433064543505,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1765,4.0,2.0,1324,55.0,1.3781861,103.73513753216804,714000.0,1887101.9683996823,22.0,77.0,782881.2307692308,6.0,220.66666666666666,662163.9668049793,1.298326669333519,8.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1766,2.0,2.0,592,146.0,1.31092595,103.88270433729129,932400.0,4723458.03669437,5.0,-1.0,1439581.1138014528,4.0,148.0,2939232.736224597,0.5227287362313864,5.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1767,4.0,4.0,4000,82.0,1.32850995,103.7892708419275,4200000.0,1887101.9683996823,8.0,91.0,5583573.20754717,8.0,500.0,4428108.695652174,0.8885738835912615,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1768,2.0,1.0,690,372.0,1.369097,103.833145230925,1252900.0,1887101.9683996823,-4.0,103.0,2375806.99844479,3.0,230.0,2939232.736224597,0.46209388161135534,4.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1769,2.0,1.0,570,319.0,1.310429,103.80282102340084,1722900.0,4723458.03669437,-3.0,-1.0,5583573.20754717,3.0,190.0,2939232.736224597,0.7422298115143062,4.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1770,5.0,4.0,1905,-1.0,1.4290407,103.7720746,1155000.0,1887101.9683996823,27.0,72.0,806956.345177665,9.0,211.66666666666666,662163.9668049793,0.4445777407899646,8.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1771,3.0,2.0,1055,39.0,1.3058321,103.8382586,3092200.0,4723458.03669437,-1.0,-1.0,7257379.268292683,5.0,211.0,2939232.736224597,0.6225172128765937,-1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1772,4.0,4.0,1475,372.0,1.369097,103.833145230925,3329600.0,1887101.9683996823,-4.0,103.0,2375806.99844479,8.0,184.375,2939232.736224597,0.46209388161135534,4.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1773,4.0,4.0,3369,78.0,1.3874898,103.8570817,4490800.0,3685375.426905456,9.0,-1.0,2375806.99844479,8.0,421.125,4869575.784753364,1.4918413508200052,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1774,3.0,2.0,1097,-1.0,1.3564968,103.8463444,798000.0,1887101.9683996823,24.0,75.0,2787526.83982684,5.0,219.4,662163.9668049793,0.6519311023654,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1775,3.0,2.0,1184,-1.0,1.3849777,103.89824912974684,682500.0,1887101.9683996823,17.0,82.0,985874.5974955277,5.0,236.8,662163.9668049793,0.6162866563960403,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1776,3.0,2.0,1076,407.0,1.3113226999999998,103.85247580094573,2310000.0,1887101.9683996823,-4.0,103.0,2202377.590673575,5.0,215.2,2939232.736224597,0.3236008293043683,6.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1777,3.0,2.0,1076,616.0,1.4349279,103.8452818,1371300.0,1887101.9683996823,-5.0,104.0,1148531.2775330397,5.0,215.2,1466824.67789891,1.2945085844801834,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1778,5.0,4.0,3300,19.0,1.3598637,103.8674896,3339000.0,1887101.9683996823,22.0,77.0,3794226.376440461,9.0,366.6666666666667,4869575.784753364,0.9683393185889371,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1779,3.0,2.0,990,321.0,1.39351855,103.8751890203441,588000.0,1887101.9683996823,7.0,92.0,985874.5974955277,5.0,198.0,662163.9668049793,2.267627646913412,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1780,2.0,2.0,700,351.0,1.2739587,103.84363531310518,1944600.0,1887101.9683996823,-4.0,103.0,5017418.02507837,4.0,175.0,2939232.736224597,0.370021699633321,16.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1781,2.0,1.0,635,285.0,1.330403,103.7949393,1892300.0,4723458.03669437,1.0,-1.0,5583573.20754717,3.0,211.66666666666666,2939232.736224597,0.22466357533704032,4.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1782,4.0,3.0,1130,651.0,1.3997054,103.89091928493724,1575000.0,1887101.9683996823,5.0,94.0,985874.5974955277,7.0,161.42857142857142,1466824.67789891,1.0211560822318746,4.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1783,3.0,2.0,968,85.0,1.3973125,103.90609014831072,546000.0,1887101.9683996823,19.0,80.0,996617.6724137932,5.0,193.6,662163.9668049793,1.3337414081751795,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1784,2.0,1.0,786,119.0,1.3031066,103.83293253725688,1871100.0,3685375.426905456,-1.0,-1.0,8033512.087912088,3.0,262.0,2939232.736224597,0.7534804433488056,20.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1785,3.0,2.0,1205,119.0,1.3819332,103.74924236953562,524900.0,1887101.9683996823,33.0,66.0,782881.2307692308,5.0,241.0,662163.9668049793,0.6616392043528545,8.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1786,2.0,2.0,785,-1.0,1.4430507499999998,103.7723239884499,333900.0,1887101.9683996823,45.0,54.0,806956.345177665,4.0,196.25,662163.9668049793,1.1804973136176715,8.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1787,2.0,1.0,624,920.0,1.4282091,103.8366501,1186500.0,1887101.9683996823,2.0,97.0,1148531.2775330397,3.0,208.0,2939232.736224597,0.2283256195812688,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1788,2.0,1.0,646,476.0,1.3271094,103.7964042,1365000.0,1887101.9683996823,0.0,99.0,5583573.20754717,3.0,215.33333333333334,2939232.736224597,0.4182196324806153,4.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1789,3.0,2.0,710,407.0,1.31064045,103.85214926006608,1491000.0,1887101.9683996823,-4.0,103.0,2202377.590673575,5.0,142.0,2939232.736224597,0.40060816971559593,6.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1790,3.0,2.0,1001,-1.0,1.37252045,103.85099275,682500.0,1887101.9683996823,20.0,79.0,2375806.99844479,5.0,200.2,662163.9668049793,0.3276554225883667,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1791,2.0,1.0,743,-1.0,1.37176845,103.88144141923571,428400.0,1887101.9683996823,35.0,64.0,2128504.452690167,3.0,247.66666666666666,662163.9668049793,1.2185259648987339,7.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1792,1.0,1.0,646,25.0,1.3438202,103.8681595,892500.0,4723458.03669437,6.0,-1.0,3794226.376440461,2.0,323.0,2939232.736224597,0.5913350841856427,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1793,2.0,2.0,657,319.0,1.310429,103.80282102340084,1873800.0,4723458.03669437,-3.0,-1.0,5583573.20754717,4.0,164.25,2939232.736224597,0.7422298115143062,4.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1794,1.0,1.0,452,20.0,1.3669847,103.8848813,745500.0,3685375.426905456,10.0,-1.0,2128504.452690167,2.0,226.0,2939232.736224597,0.7527979680409569,7.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1795,5.0,7.0,5500,-1.0,1.3602446499999998,103.86511076372146,7140000.0,4723458.03669437,19.0,-1.0,3794226.376440461,12.0,458.3333333333333,7705622.593320236,0.964052185421829,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1796,4.0,2.0,1270,-1.0,1.44761835,103.77206096013316,714000.0,1887101.9683996823,42.0,57.0,806956.345177665,6.0,211.66666666666666,662163.9668049793,1.5188252460635878,8.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1797,4.0,4.0,1969,80.0,1.3455515,103.8815143,4031300.0,4723458.03669437,1.0,-1.0,3794226.376440461,8.0,246.125,2939232.736224597,0.36862383821367556,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1798,3.0,3.0,1076,429.0,1.26522915,103.81751884226044,2815000.0,1887101.9683996823,-3.0,102.0,2445884.3173431735,6.0,179.33333333333334,2939232.736224597,0.4467808234585281,4.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1799,3.0,2.0,1023,210.0,1.32290705,103.75469046606447,1606500.0,1887101.9683996823,4.0,95.0,3322051.011235955,5.0,204.6,2939232.736224597,1.4518550399120846,4.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800,2.0,2.0,775,39.0,1.3058321,103.8382586,2184000.0,4723458.03669437,-1.0,-1.0,7257379.268292683,4.0,193.75,2939232.736224597,0.6225172128765937,-1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1801,5.0,5.0,5721,25.0,1.3286453,103.9164016,6279000.0,4723458.03669437,45.0,-1.0,2807377.8616352202,10.0,572.1,4869575.784753364,0.6966172760964329,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1802,1.0,1.0,506,121.0,1.2962587,103.825725,997500.0,4723458.03669437,8.0,-1.0,4477531.718061674,2.0,253.0,2939232.736224597,0.7121623304936997,-1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1803,3.0,2.0,914,2203.0,1.34485525,103.94762009972254,1554000.0,1887101.9683996823,-1.0,100.0,1223997.7064220184,5.0,182.8,2939232.736224597,0.6664229378534227,6.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1804,4.0,4.0,2500,-1.0,1.3103554,103.805659,6825000.0,3685375.426905456,-1.0,-1.0,4477531.718061674,8.0,312.5,7705622.593320236,0.8063409293174668,-1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1805,3.0,2.0,1140,-1.0,1.4287726,103.77463218893196,504000.0,1887101.9683996823,26.0,73.0,806956.345177665,5.0,228.0,662163.9668049793,0.41911385534529233,8.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1806,6.0,6.0,4500,-1.0,1.3293565,103.9482506,7350000.0,4723458.03669437,22.0,-1.0,2807377.8616352202,12.0,375.0,7705622.593320236,0.3199036194215916,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1807,6.0,2.0,5005,60.0,1.3628569,103.97217741699596,4830000.0,4723458.03669437,20.0,-1.0,2307447.3451327435,8.0,625.625,6230949.803921568,1.8462988964393288,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1808,4.0,2.0,1582,-1.0,1.375216,103.94678994008518,966000.0,1887101.9683996823,27.0,72.0,2307447.3451327435,6.0,263.6666666666667,919453.7704918033,0.3671354967272474,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1809,1.0,1.0,431,774.0,1.28301625,103.83988698554164,1209600.0,1887101.9683996823,-1.0,100.0,3247546.3636363638,2.0,215.5,2939232.736224597,0.3073636838299941,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1810,3.0,3.0,1066,561.0,1.43200585,103.80079993797892,1352400.0,1887101.9683996823,5.0,94.0,806956.345177665,6.0,177.66666666666666,1466824.67789891,0.9492700656239291,8.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1811,5.0,5.0,7000,-1.0,1.315013,103.9157742,10290000.0,4723458.03669437,8.0,-1.0,2807377.8616352202,10.0,700.0,7705622.593320236,0.7367449855571317,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1812,2.0,2.0,721,1030.0,1.44986075,103.8324033566207,472500.0,1887101.9683996823,5.0,94.0,1490328.7640449437,4.0,180.25,662163.9668049793,0.8081219564094481,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1813,2.0,3.0,1292,57.0,1.3095826,103.800775,4115800.0,4723458.03669437,0.0,-1.0,5583573.20754717,5.0,258.4,2939232.736224597,0.568792706074641,4.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1814,1.0,1.0,517,219.0,1.29636395,103.857202171856,1344000.0,1887101.9683996823,-3.0,102.0,5017418.02507837,2.0,258.5,2939232.736224597,0.38113120937341605,16.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1815,3.0,3.0,1001,622.0,1.3890445,103.89635302840809,1562400.0,1887101.9683996823,7.0,92.0,985874.5974955277,6.0,166.83333333333334,2939232.736224597,0.3085598030549777,4.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1816,3.0,2.0,1206,298.0,1.29988105,103.88811428633838,2984100.0,1887101.9683996823,-2.0,101.0,3897221.5361445784,5.0,241.2,2939232.736224597,0.9354159473160131,5.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1817,4.0,2.0,1506,-1.0,1.43641675,103.79052903777708,892500.0,1887101.9683996823,26.0,73.0,806956.345177665,6.0,251.0,919453.7704918033,0.29097901646683605,8.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1818,5.0,5.0,3300,517.0,1.3564042500000002,103.9680377591946,2520000.0,4723458.03669437,16.0,-1.0,2307447.3451327435,10.0,330.0,4869575.784753364,1.491818465421925,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1819,3.0,2.0,1087,-1.0,1.3398189,103.84636184611658,839000.0,1887101.9683996823,23.0,76.0,1519901.3333333333,5.0,217.4,662163.9668049793,0.08680555901565051,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1820,4.0,2.0,1452,-1.0,1.34721415,103.73188833651486,714000.0,1887101.9683996823,38.0,61.0,805171.7741935484,6.0,242.0,662163.9668049793,0.5432914296591,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1821,3.0,2.0,1292,-1.0,1.3875847,103.90215157642322,627900.0,1887101.9683996823,23.0,76.0,985874.5974955277,5.0,258.4,662163.9668049793,0.8700573671837646,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1822,6.0,7.0,8654,9.0,1.3271261,103.8413274,18900000.0,4723458.03669437,4.0,-1.0,3691529.044117647,13.0,665.6923076923077,17301457.16198126,0.7897820068386636,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1823,4.0,2.0,1560,-1.0,1.3641391,103.96210275726116,787500.0,1887101.9683996823,27.0,72.0,2307447.3451327435,6.0,260.0,919453.7704918033,1.2095807576060216,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1824,4.0,3.0,1206,496.0,1.38880665,103.8696866241516,1674800.0,1887101.9683996823,-2.0,101.0,985874.5974955277,7.0,172.28571428571428,1466824.67789891,2.689461687164013,4.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1825,4.0,5.0,1572,117.0,1.31466445,103.83108413127206,5090400.0,4723458.03669437,0.0,-1.0,4477531.718061674,9.0,174.66666666666666,2939232.736224597,0.8105685640999296,-1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1826,4.0,3.0,1464,653.0,1.432231,103.79930106701984,1837500.0,1887101.9683996823,6.0,93.0,806956.345177665,7.0,209.14285714285714,1466824.67789891,0.8585671523778438,8.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1827,3.0,3.0,1679,302.0,1.24114335,103.83961897005884,3878500.0,1887101.9683996823,9.0,90.0,14445420.0,6.0,279.8333333333333,2939232.736224597,3.352696330463496,-1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1828,4.0,4.0,1722,200.0,1.2963944,103.89101386970906,4640000.0,4723458.03669437,-2.0,-1.0,3897221.5361445784,8.0,215.25,2939232.736224597,1.3612754611200266,5.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1829,1.0,1.0,398,330.0,1.3362446,103.86977616841138,714000.0,1887101.9683996823,10.0,89.0,1519901.3333333333,2.0,199.0,2939232.736224597,0.345726207768005,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1830,3.0,2.0,1345,108.0,1.4027297,103.7502941,714000.0,1887101.9683996823,23.0,76.0,782881.2307692308,5.0,269.0,919453.7704918033,0.6582504412820122,8.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1831,4.0,2.0,1518,-1.0,1.3697969,103.94968594262404,1155000.0,1887101.9683996823,30.0,69.0,2307447.3451327435,6.0,253.0,662163.9668049793,0.36174118089794544,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1832,6.0,7.0,5400,-1.0,1.3307918,103.7577266,6090000.0,4723458.03669437,9.0,-1.0,3322051.011235955,13.0,415.38461538461536,7705622.593320236,1.7380604759295024,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1833,4.0,6.0,8800,200.0,1.24961675,103.84630020536969,34650000.0,1887101.9683996823,16.0,83.0,14445420.0,10.0,880.0,17301457.16198126,2.9722475219719433,-1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
