,coord,dist_meters_to_nearest_mrt,nearest_mrt_code,nearest_mrt_line,dist_meters_to_nearest_mall,nearest_mall_index,dist_meters_to_nearest_commercial_centre,nearest_commercial_centre_index,dist_meters_to_nearest_primary_school,nearest_primary_school_index,dist_meters_to_nearest_secondary_school,nearest_secondary_school_index
4859,"(1.3171635, 103.9166442)",593.9479261662647,ew6,ew,1638.4754008611603,63,2578.0514162210716,30,236.23659031530084,144,961.4074200923249,107
4860,"(1.3178852, 103.8350769)",695.3734770388545,dt11,dt,951.1652305957449,58,955.2526303072551,29,95.88499296131313,6,235.2416416597317,4
4861,"(1.34333445, 103.75476596236165)",855.5236008099607,ns2,ns,965.2452735912777,139,1892.0256529929761,9,286.9097604429856,78,387.83781962618,20
4862,"(1.31626705, 103.82799432372592)",473.79264110788426,dt10,dt,1071.6324823864147,36,1763.3792829832325,29,834.7568575732672,6,589.5947620545032,114
4863,"(1.38844105, 103.8720501136976)",2424.652652568955,ne15,ne,313.3152903250095,112,1262.483415788701,18,293.5226086385962,52,730.7112636562321,93
4864,"(1.4374187, 103.7974567)",526.7909230334787,ns10,ns,242.11172377711418,88,1223.28535770945,4,307.4330436823341,164,365.6437983832532,136
4865,"(1.304855, 103.77377633404797)",904.0641497394813,ew22,ew,872.1365898495775,163,838.5847129538736,35,1394.6132963833745,49,556.3720353946683,82
4866,"(1.3342912500000002, 103.93884993831011)",779.5049037763107,dt30,dt,1375.0890425505117,68,2204.514947023063,3,330.56669248373134,141,333.91171912866616,10
4867,"(1.30901945, 103.8241564446405)",730.1880102418402,ns22,ns,465.4527769940663,50,2462.272222074045,29,1623.3604591853807,6,1479.405077960124,114
4868,"(1.28301625, 103.83988698554164)",307.36368382999416,ew16,ew,332.78733203719844,38,1681.4799248756244,0,796.3654652171143,20,473.6152750703119,89
4869,"(1.37942405, 103.87475026167286)",2079.808304060359,ne15,ne,668.0098234311471,113,2116.377371490092,18,688.4492289376913,130,877.3258541630752,58
4870,"(1.316664, 103.7868337)",1081.704002659552,ew22,ew,1101.6207014058698,153,1182.7344458513267,28,294.51026115877085,66,1547.0169727990542,108
4871,"(1.32941615, 103.9148864008868)",682.0770083056632,dt29,dt,1675.9767691851853,68,2685.6253776831772,30,429.0816069977771,151,669.78516446203,96
4872,"(1.28779935, 103.81940593152174)",359.3643198523461,ew18,ew,896.4626321757264,55,1676.0206058287906,25,521.1421454672542,57,523.0457986118959,50
4873,"(1.4349279, 103.8452818)",1294.5085844801836,ns13,ns,1248.8098625608186,99,3700.1345101303377,2,788.1146031268688,32,515.0385076807069,86
4874,"(1.31064045, 103.85214926006608)",400.6081697155959,ne8,ne,414.0090620880431,30,1422.6624320899634,29,246.628133096285,50,1279.7497197982825,109
4875,"(1.3316676, 103.845247)",272.5779308618129,ns19,ns,367.8929451926317,18,346.636756446693,32,355.2668790163685,30,289.31375510067886,26
4876,"(1.3129447, 103.8757374)",510.2656795180914,ew10,ew,1093.4644940720991,74,2059.382658232903,30,1115.800678063977,58,1030.7427301193713,51
4877,"(1.304855, 103.77377633404797)",904.0641497394813,ew22,ew,872.1365898495775,163,838.5847129538736,35,1394.6132963833745,49,556.3720353946683,82
4878,"(1.38033145, 103.93534779612897)",1747.85721994211,ew1,ew,767.3530482996381,86,487.5250328993455,15,475.9241630321715,93,2068.464279796282,74
4879,"(1.3151424, 103.8975167)",629.5446924856996,cc9,cc,315.48641694919655,71,558.0624822459027,30,659.0472852734134,64,754.7868193447686,126
4880,"(1.2418323, 103.8377594550829)",3169.7749588496645,cc29,cc,2987.6560087405974,142,5307.730593776163,0,3765.0048401226395,20,4218.860547255004,29
4881,"(1.29142015, 103.84426811480154)",117.61898104192177,dt20,dt,341.92134201252077,9,847.1563831543066,37,1058.8416516100003,22,977.3387229729716,89
4882,"(1.28301625, 103.83988698554164)",307.36368382999416,ew16,ew,332.78733203719844,38,1681.4799248756244,0,796.3654652171143,20,473.6152750703119,89
4883,"(1.3443339, 103.8786904)",261.6725943696553,cc12,cc,985.8746550442161,110,1044.9208544491219,31,341.0564189622366,88,343.61535552351614,71
4884,"(1.26522915, 103.81751884226044)",446.78082345888095,cc29,cc,291.03453107619725,143,2862.9489455403923,25,1304.6063921588004,125,1399.72213442617,29
4885,"(1.2908896, 103.83745798944445)",784.9498302397699,dt20,dt,670.959438755771,17,1541.613920265549,37,1463.5458668310673,177,511.4511013172848,89
4886,"(1.35226935, 103.70308854521645)",1546.9110836767122,ew27,ew,707.8953504031416,160,918.7451859738712,11,521.0584376217557,39,203.1138495056434,133
4887,"(1.3005809, 103.89939364290174)",1448.2654220574639,cc8,cc,414.8886111024893,72,2051.9170893956175,30,535.6916940056248,147,885.6151460279883,126
4888,"(1.35069995, 103.74850716022314)",218.76995359382937,ns2,ns,108.2091156974871,139,2408.4709273883427,1,744.1198884766695,84,579.6163480935659,56
4889,"(1.28617715, 103.83955002171584)",658.7041588704169,ew16,ew,385.707432744847,38,1622.5506172137211,37,1146.5000444976647,20,269.9180122328662,89
4890,"(1.2960917, 103.8108346)",556.2003544564054,ew19,ew,1039.5472083290047,155,1195.6471775946677,25,332.04882954194505,124,403.16998332076986,99
4891,"(1.29988105, 103.88811428633838)",935.4159473160129,cc7,cc,1312.5693430341992,75,2108.656996290626,30,1258.3288850981328,80,656.897219038514,41
4892,"(1.3556992, 103.8899771)",737.7318458309464,ne13,ne,675.5726430887217,109,567.8930065838612,8,261.6602715136842,166,174.41076200581304,145
4893,"(1.3711071, 103.90006004104973)",854.8832105780548,ne14,ne,716.6031619188634,108,525.3804411448004,12,344.4661115512778,28,461.9162489941746,57
4894,"(1.38269865, 103.93651838071482)",1777.1536883632375,ew1,ew,764.1106430386311,86,651.7679289908691,15,752.5718599967388,93,2169.8512807568527,74
4895,"(1.33639925, 103.9373624719524)",571.1411137137328,dt30,dt,1433.332100620412,68,2049.7452278267124,3,480.4611437070853,127,308.0126856560078,10
4896,"(1.3037973, 103.8235926)",155.1160555196532,ns22,ns,117.167996528621,50,2800.9675397734304,25,1384.6917875320503,3,1291.369412137923,37
4897,"(1.30010805, 103.84667445597408)",138.95388054704273,cc1,cc,200.5858792417178,39,603.2975498644965,37,657.5831708054098,22,238.94041451431107,109
4898,"(1.2996793, 103.9028291799552)",1818.865559111292,cc8,cc,321.56900127654364,77,2292.527409695676,30,676.9177605494754,147,1133.9472719835387,126
4899,"(1.2739587, 103.84363531310518)",370.02169963329885,ew15,ew,428.96095999455804,51,1864.412455507852,0,464.74420090012774,20,1542.6488541371082,89
4900,"(1.30767115, 103.79624822958355)",505.5117019519142,cc21,cc,357.98777976922116,19,699.1847065281526,28,976.8961401362877,100,822.155041962155,100
4901,"(1.4100292, 103.8982902404396)",1428.31894615411,ne17,ne,566.1474005811605,106,1498.4441132522675,16,215.58839747618194,118,365.73660215908257,144
4902,"(1.3443339, 103.8786904)",261.6725943696553,cc12,cc,985.8746550442161,110,1044.9208544491219,31,341.0564189622366,88,343.61535552351614,71
4903,"(1.3528165, 103.759784)",1096.309208901976,ns3,ns,1186.8165123009708,136,3079.321302788588,9,606.8585306452642,84,758.4853557222359,56
4904,"(1.33935185, 103.72340626491008)",607.6311402225506,ew26,ew,624.148815834052,162,1366.3697959392778,1,613.1053868882587,83,438.581794677708,142
4905,"(1.2937442, 103.8466319)",291.60247650059125,dt20,dt,398.7150532168242,16,484.18229730940476,37,695.3410769564036,22,687.4647483605366,109
4906,"(1.2985638, 103.88440785352569)",870.1061103421467,cc7,cc,963.6740899509267,75,2391.9126608167635,30,1465.9688497212824,80,294.38143561316866,41
4907,"(1.3451435, 103.85343364872222)",833.1307132151601,cc15,cc,796.8099402799127,21,857.2418708849766,26,465.26634014262004,63,391.0326297328384,54
4908,"(1.4349279, 103.8452818)",1294.5085844801836,ns13,ns,1248.8098625608186,99,3700.1345101303377,2,788.1146031268688,32,515.0385076807069,86
4909,"(1.30397875, 103.82269161887947)",216.28050881533616,ns22,ns,160.58540882369766,50,2738.401780219559,25,1412.0611431169311,3,1253.5641374728261,37
4910,"(1.36703, 103.88996647282468)",542.4925069557542,ne14,ne,678.7786467592385,115,1400.2136081768397,8,791.4983808536749,95,807.1644472858088,76
4911,"(1.3393381, 103.7638932)",1330.4479014903318,dt5,dt,1395.951388849762,125,2227.9522552561684,9,385.60652617542684,16,1480.025961399241,20
4912,"(1.24953425, 103.84428115577713)",2992.831027025014,ew15,ew,2885.355550582811,142,4272.197273830656,0,2946.7379896380353,20,3861.6033496538616,29
4913,"(1.3499487, 103.94994605)",838.5472452108185,ew3,ew,646.6984768087004,83,638.8120234060027,3,126.88244193339047,33,549.2084476225133,91
4914,"(1.3159484, 103.8575892)",442.6312176329891,ne8,ne,532.359496565604,11,1642.4557808940394,29,657.243185657073,67,997.6026048963926,13
4915,"(1.29988105, 103.88811428633838)",935.4159473160129,cc7,cc,1312.5693430341992,75,2108.656996290626,30,1258.3288850981328,80,656.897219038514,41
4916,"(1.3443339, 103.8786904)",261.6725943696553,cc12,cc,985.8746550442161,110,1044.9208544491219,31,341.0564189622366,88,343.61535552351614,71
4917,"(1.3505014, 103.83754580422492)",288.10953046750575,cc16,cc,871.8070713016272,57,1188.6067026006097,26,1097.4477859714248,90,743.1865395103025,102
4918,"(1.3277879, 103.906278221509)",821.1610559948836,dt27,dt,1661.7436804937047,81,1776.1129933152079,30,391.422395614801,47,508.57749507826065,70
4919,"(1.3015051, 103.8249536)",157.6943079468866,ns22,ns,385.9621288330408,50,2768.7931873384064,25,1134.5388484091595,3,1201.9262714502577,37
4920,"(1.30314875, 103.9128505243531)",1978.1457544032921,ew6,ew,876.1835674060063,77,2719.228967219992,30,264.97393042946123,148,652.2446922394618,25
4921,"(1.3058321, 103.8382586)",622.5172128765937,ns23,ns,309.1791595903319,54,1669.3340347533406,29,1471.8813062368358,6,1357.4585970703736,109
4922,"(1.3125131, 103.8698382133974)",206.19816680033284,ew10,ew,691.1705082242595,2,2706.5003815489986,30,1206.6474966133737,12,1620.9477112781342,51
4923,"(1.3006075, 103.89840301472222)",1360.511176891349,cc8,cc,475.2038203499571,72,2016.5504772664563,30,567.2321438909614,147,860.8377393065011,126
4924,"(1.3461361, 103.7341499)",452.6387284424435,ew25,ew,1574.6208437873977,148,1333.1398054193762,1,838.0053510553728,117,772.7504294603674,17
4925,"(1.29438085, 103.8114222239035)",595.1563454371992,ew19,ew,945.4944475361898,155,1096.9788762387443,25,437.0075554805395,124,235.21531417207842,99
4926,"(1.2933505, 103.83887866386893)",614.3909111548257,dt20,dt,766.4026724892708,17,1308.181310367622,37,1504.491790851261,22,806.1679762669975,89
4927,"(1.4501476, 103.8157699)",491.0879548443457,ns11,ns,470.3993499413168,101,2085.227223743131,19,80.141880788332,18,433.03819959254207,22
4928,"(1.3324923, 103.8000035)",389.15098923334597,dt7,dt,965.8224662697608,156,3081.2542606943766,28,743.9257955115393,126,322.0852152741974,79
4929,"(1.3423402, 103.784489)",726.3574533891074,dt6,dt,789.4805725769522,127,4013.8951327002114,28,1032.9593244128403,112,2363.356029772539,79
4930,"(1.33790405, 103.93595927019736)",438.59419845074626,dt30,dt,1488.5493041864256,68,1976.8720855340023,3,532.2934198896627,127,425.0933796986265,10
4931,"(1.3086965, 103.8981317)",1009.2039114545892,cc8,cc,631.2358255795633,72,1166.8949505819105,30,454.2171637186346,147,97.54340610953507,126
4932,"(1.2939463999999998, 103.80518451382704)",119.7342728612627,ew19,ew,583.0243286410741,155,722.0476753523528,25,375.4588016842062,124,906.6137820104904,99
4933,"(1.3270263, 103.904818621898)",702.530831993542,dt27,dt,1480.6169966140787,81,1595.8814549048789,30,249.4463192399114,47,350.5502659322702,70
4934,"(1.30062, 103.892783)",969.396354856356,cc8,cc,1000.8302091319861,72,1941.5959190064232,30,997.606994759252,147,567.502842005532,32
4935,"(1.3310043, 103.8073633)",517.9826508101387,dt8,dt,1741.2649286712924,156,3324.897988818635,28,156.10641813085053,126,328.1984703323645,80
4936,"(1.36413945, 103.9523983440557)",913.3991599434013,dt33,dt,959.1535441910603,84,1453.4274297605127,3,498.48296530510214,38,519.4439571404387,42
4937,"(1.2937092, 103.8226002)",792.5974713284754,ew18,ew,968.4182848939089,55,2145.062873669531,25,313.9114275687551,3,400.07515426710125,50
4938,"(1.271588, 103.7994861)",445.82392988822244,cc27,cc,336.1858866071785,144,1837.7523094353123,25,1166.430373728621,13,2186.8050805410726,18
4939,"(1.3316124, 103.92483343279608)",837.7240504103825,dt29,dt,808.3870426901332,68,3289.1829253351307,3,571.8822898307154,40,668.4436895149124,96
4940,"(1.3524815, 103.6990818559336)",1658.5658998524616,ew28,ew,404.75481474854456,160,474.4122841324663,11,579.5207879427849,160,325.9361910680276,133
4941,"(1.3680804, 103.943963)",807.3903329551598,ew1,ew,798.1550371379379,84,1653.2282325137337,3,750.4972554819037,7,556.9838659784132,74
4942,"(1.3443339, 103.8786904)",261.6725943696553,cc12,cc,985.8746550442161,110,1044.9208544491219,31,341.0564189622366,88,343.61535552351614,71
4943,"(1.3190026, 103.7474560441309)",1667.0836005054714,ew24,ew,1643.9799993339827,149,985.0277823739519,9,1260.7313970349512,122,209.9853118057326,35
4944,"(1.3171635, 103.9166442)",593.9479261662647,ew6,ew,1638.4754008611603,63,2578.0514162210716,30,236.23659031530084,144,961.4074200923249,107
4945,"(1.3501824, 103.93941415624442)",527.3973959795118,dt31,dt,363.90745289931186,65,723.0045677902223,3,265.43063993507985,74,333.90173201822165,119
4946,"(1.30970305, 103.7891289876282)",403.1390891350771,cc22,cc,327.02954958925153,153,371.88121072242006,28,979.8625135913552,66,1028.2239056089024,46
4947,"(1.3629372, 103.8692482)",1354.3869509476106,cc14,cc,515.0769460905574,116,1335.6687169646696,31,338.5054066316355,179,468.94060937770615,94
4948,"(1.36483525, 103.74584425881096)",954.7574525739506,ns3,ns,1390.9155261732901,133,3626.5005639329775,1,668.2283472717594,41,199.97508450197623,40
4949,"(1.2859684, 103.8301033)",346.39336629842387,ew17,ew,311.33223258923744,55,2511.771791886686,37,486.2244021572137,177,782.3864751300821,89
4950,"(1.32203725, 103.93833085095972)",1058.5276069923932,ew4,ew,1055.6622814095276,63,3314.6882960132334,7,230.11540167204723,11,461.9276687689271,128
4951,"(1.2888769, 103.84857397400788)",315.367797077296,ne5,ne,266.81699216124053,9,702.5149883163318,0,991.4500000320379,22,1183.884639935404,109
4952,"(1.3393381, 103.7638932)",1330.4479014903318,dt5,dt,1395.951388849762,125,2227.9522552561684,9,385.60652617542684,16,1480.025961399241,20
4953,"(1.30062, 103.892783)",969.396354856356,cc8,cc,1000.8302091319861,72,1941.5959190064232,30,997.606994759252,147,567.502842005532,32
4954,"(1.3221442, 103.81513968428956)",38.32669889079776,cc19,cc,2147.808483001241,50,3153.3388502814096,29,784.0175957213042,97,602.8095910181446,120
4955,"(1.4407533, 103.8066711)",632.4231391206265,ns10,ns,602.3591112168513,89,2155.9124015377597,19,230.1108084149617,62,707.6231803385529,0
4956,"(1.2773432, 103.8456501)",86.8594540477879,ew15,ew,32.1893860254181,51,1436.1451435096324,0,663.1469216704436,20,1369.4902780344787,89
4957,"(1.3108418, 103.91424071786366)",1136.601012269863,ew6,ew,1195.9685757153425,76,2446.086932911919,30,617.290789309539,25,403.7282492577146,107
4958,"(1.3443339, 103.8786904)",261.6725943696553,cc12,cc,985.8746550442161,110,1044.9208544491219,31,341.0564189622366,88,343.61535552351614,71
4959,"(1.29675705, 103.83813883288562)",401.8628880817604,ns23,ns,438.0148968503776,33,1357.649238032276,37,1525.5838668414835,22,1164.3740809490716,89
4960,"(1.2987726, 103.895798)",1315.2564309450318,cc8,cc,822.5178039025526,72,2159.421532564735,30,888.5099381298963,147,891.5309348460825,32
4961,"(1.44226455, 103.8079836454321)",799.9880424228257,ns10,ns,778.5971125483585,89,2069.29531005875,19,439.9446084605207,62,694.0377710152309,0
4962,"(1.31730585, 103.83260746060152)",793.6408430268208,dt10,dt,1129.632011850154,15,1237.4001614062158,29,317.9823882691256,6,470.6958244788949,4
4963,"(1.4462788, 103.8036111)",693.4969401975424,ns10,ns,632.0770858605633,104,1462.1106986116315,19,226.64172181568202,128,88.13368842556571,0
4964,"(1.31168995, 103.7967188272167)",70.49262493518438,cc21,cc,191.35458673142347,19,937.1236570100363,28,1375.0268790339987,100,1148.1994597528458,100
4965,"(1.3087662, 103.8090654)",977.1979653557775,cc20,cc,1550.8214263516422,19,2128.1544366305648,28,1337.4975973707265,97,1079.8525232121997,100
4966,"(1.3911732, 103.9031446)",854.3946789649445,ne16,ne,181.34145158415348,120,1749.449684280463,12,319.800515088788,129,115.04903042146157,27
4967,"(1.44603725, 103.83097942343386)",356.87624261628946,ns12,ns,321.03524836375783,91,3817.307392475694,19,1125.7157868906006,133,1104.190355734107,1
4968,"(1.35264895, 103.87977330799944)",810.4440859862669,cc13,cc,153.8069337523006,123,846.2746196458406,31,647.1495600785311,94,721.3153912550979,75
4969,"(1.2426201, 103.83682090290966)",3038.8851637468156,cc29,cc,2857.6497117822687,142,5264.4761752956465,0,3675.0986751515334,26,4097.712015122787,29
4970,"(1.3058321, 103.8382586)",622.5172128765937,ns23,ns,309.1791595903319,54,1669.3340347533406,29,1471.8813062368358,6,1357.4585970703736,109
4971,"(1.33478895, 103.86311918431036)",790.6818290558934,ne10,ne,681.6170911098209,56,1675.4362182139691,32,454.9930359351462,140,483.26825330795583,106
4972,"(1.3602446499999998, 103.86511076372146)",964.052185421829,cc14,cc,557.4881771078282,116,1275.8548536071974,31,302.6804406115114,27,626.6430867566064,94
4973,"(1.3486055, 103.8898399)",1269.5745075116047,cc12,cc,1309.0382476775158,109,955.709091884986,8,566.4310732028699,94,487.1324811076705,75
4974,"(1.3443339, 103.8786904)",261.6725943696553,cc12,cc,985.8746550442161,110,1044.9208544491219,31,341.0564189622366,88,343.61535552351614,71
4975,"(1.3123637, 103.80327091227252)",723.8853301692188,cc20,cc,907.8450805130888,19,1605.9488645092076,28,1086.1518444667238,97,1102.475584695672,100
4976,"(1.3138205, 103.87306042155684)",318.07466990266283,ew10,ew,1077.7578034777853,2,2324.9306679616984,30,1293.1962117767562,12,1234.88400982238,51
4977,"(1.24953425, 103.84428115577713)",2992.831027025014,ew15,ew,2885.355550582811,142,4272.197273830656,0,2946.7379896380353,20,3861.6033496538616,29
4978,"(1.4406308, 103.82311424793404)",781.4703720647601,ns12,ns,231.34378157683832,100,3339.0756603717964,19,572.4365255989907,133,907.6455573990388,110
4979,"(1.2761249, 103.8532534)",151.82281252012598,ce2,ce,527.3302268976952,27,1185.4307085674523,0,1487.8167057898675,20,2116.8774902245314,89
4980,"(1.3390389, 103.74453350480412)",697.2466984157346,ew24,ew,548.2143086523739,147,1242.447878093239,1,582.7641217763348,175,1120.0385764936323,17
4981,"(1.3124025, 103.84117158557598)",354.8022182803312,dt11,dt,601.1181795764415,58,877.4998507870005,29,756.4947362357785,143,993.9775731853846,4
4982,"(1.3362739, 103.84550084992944)",460.4561721339185,ns19,ns,583.1637280422096,18,507.68597630841464,32,314.3547243356711,79,495.8580595930494,26
4983,"(1.30062, 103.892783)",969.396354856356,cc8,cc,1000.8302091319861,72,1941.5959190064232,30,997.606994759252,147,567.502842005532,32
4984,"(1.3159611, 103.836848)",422.13069189861073,dt11,dt,765.0858963826265,58,855.5442201161216,29,366.21002212296054,6,430.3932774490953,4
4985,"(1.4456868, 103.80578202454444)",775.9661496741945,ns10,ns,783.1632749532297,89,1620.0714124994151,19,473.3904458123705,128,320.79440324375264,0
4986,"(1.35183125, 103.9356829863864)",762.6770001647842,dt31,dt,549.5338797192453,65,1068.2443558190525,3,220.83432917286692,142,173.0276986076893,119
4987,"(1.3763809, 103.8368214100198)",544.5076952144002,te6,te,1129.560220095647,94,3094.9210328060776,26,380.65311074827184,31,386.8239899955759,28
4988,"(1.4438513, 103.81992431665668)",575.0968282347866,ns11,ns,477.8402479404812,101,2842.560449235003,19,192.82105162980125,133,414.03019625282354,110
4989,"(1.330403, 103.7949393)",224.66357533704033,dt7,dt,881.3166872567448,156,2700.1899167249244,28,1260.4965487048287,126,835.250648260363,79
4990,"(1.30062, 103.892783)",969.396354856356,cc8,cc,1000.8302091319861,72,1941.5959190064232,30,997.606994759252,147,567.502842005532,32
4991,"(1.43200585, 103.80079993797892)",949.270065623951,ns10,ns,774.7579058260333,102,1677.1676189721331,4,441.5251398043612,164,446.0453875456491,136
4992,"(1.34429585, 103.7394065387674)",787.7227932183702,ew25,ew,1181.5376329858163,150,1253.5289540585293,1,232.40173003319924,175,477.7669673795511,17
4993,"(1.30010805, 103.84667445597408)",138.95388054704273,cc1,cc,200.5858792417178,39,603.2975498644965,37,657.5831708054098,22,238.94041451431107,109
4994,"(1.369097, 103.833145230925)",462.0938816113552,te6,te,1460.2251150276913,94,2623.978452333084,26,578.1191636566292,31,292.21393945676925,73
4995,"(1.2667184, 103.811492599035)",481.2240201434025,cc28,cc,981.6177539125175,143,2428.480007557057,25,1112.0052021943686,13,1665.5696213606627,29
4996,"(1.4501476, 103.8157699)",491.0879548443457,ns11,ns,470.3993499413168,101,2085.227223743131,19,80.141880788332,18,433.03819959254207,22
4997,"(1.3087662, 103.8090654)",977.1979653557775,cc20,cc,1550.8214263516422,19,2128.1544366305648,28,1337.4975973707265,97,1079.8525232121997,100
4998,"(1.3124025, 103.84117158557598)",354.8022182803312,dt11,dt,601.1181795764415,58,877.4998507870005,29,756.4947362357785,143,993.9775731853846,4
4999,"(1.35314615, 103.93210386185248)",1099.4150599177747,dt31,dt,922.7356089461811,65,1456.1015010898207,3,572.5443688921775,142,160.38434452673184,61
5000,"(1.2882937, 103.82615711433978)",250.30480530072714,ew17,ew,250.69890445057308,55,2428.6815704643986,25,404.3166113787289,3,366.68282169279513,50
5001,"(1.3391758, 103.7604476)",1629.2590113998292,ns2,ns,1605.8495007819204,147,1912.7222122540923,9,735.6246646246725,16,1168.0738285332575,20
5002,"(1.4034183, 103.8964235)",1300.5477352431747,ne16,ne,720.4010861269367,106,1909.5475538977764,16,284.97252226750953,119,415.7991905324806,144
5003,"(1.29410615, 103.83673469533848)",729.4629908316606,ns23,ns,532.6536296378229,17,1527.2831415044648,37,1444.051118738983,3,866.888396566911,89
5004,"(1.3159611, 103.836848)",422.13069189861073,dt11,dt,765.0858963826265,58,855.5442201161216,29,366.21002212296054,6,430.3932774490953,4
5005,"(1.28939675, 103.82892079770646)",413.6662807920864,ew17,ew,379.45460611548265,55,2493.0696780576213,37,579.1916540009055,3,614.3403333017477,50
5006,"(1.3249096, 103.85559309602272)",904.8855343486098,ne9,ne,1042.8630733095351,62,1180.629427295322,32,400.21786135389004,67,546.5343825163778,13
5007,"(1.34597065, 103.95600195204486)",423.5353576067428,ew3,ew,522.2889696532,69,981.7567672592996,36,758.6483965079492,33,692.6721044377252,24
5008,"(1.3744485, 103.884287)",965.9594368387156,ne14,ne,551.8671744914101,113,1986.4585666748253,12,358.7515497243014,168,257.98578930017464,138
5009,"(1.40222845, 103.89740719801632)",1184.2632334106256,ne16,ne,709.4645127177848,106,1879.5023802104815,16,129.9673034647084,119,553.4505993239154,144
5010,"(1.30320595, 103.9117963318656)",1975.9519023046726,ew6,ew,763.9509324575544,77,2623.300839654893,30,209.9090843102617,148,743.937062526441,25
5011,"(1.42929965, 103.8416333)",737.7961555089272,ns13,ns,609.632759424131,99,3561.032071357931,2,397.9691729357321,70,558.9496109218924,140
5012,"(14.4848138, 121.0232316)",2370557.6271254206,cg2,cg,2370212.394936964,70,2368008.261735275,5,2371707.725018669,109,2371953.5055858414,90
5013,"(1.3455515, 103.8815143)",368.6238382136756,cc12,cc,945.1718442767428,123,1204.1449583311407,31,615.2907943126918,94,548.9129373727698,8
5014,"(1.3015051, 103.8249536)",157.6943079468866,ns22,ns,385.9621288330408,50,2768.7931873384064,25,1134.5388484091595,3,1201.9262714502577,37
5015,"(1.310429, 103.80282102340084)",742.2298115144827,cc21,cc,840.9736569084381,19,1483.8785078493336,28,1222.1135400365936,100,883.2528985726543,100
5016,"(1.369097, 103.833145230925)",462.0938816113552,te6,te,1460.2251150276913,94,2623.978452333084,26,578.1191636566292,31,292.21393945676925,73
5017,"(1.37731045, 103.75448532485584)",786.4391233457421,dt1,dt,514.5202769199495,138,4273.856345238472,22,583.8554577080383,137,644.9216289288945,127
5018,"(1.3707978, 103.9469571)",358.8038362775357,ew1,ew,354.0612711470461,84,1958.0009934240938,3,521.8562898507055,38,419.28560546541587,74
5019,"(1.3486127, 103.93190881345392)",803.1945145445105,dt31,dt,1078.3283561667522,65,1561.720782813771,3,486.2796358838565,142,262.92635000030543,116
5020,"(1.30397875, 103.82269161887947)",216.28050881533616,ns22,ns,160.58540882369766,50,2738.401780219559,25,1412.0611431169311,3,1253.5641374728261,37
5021,"(1.3169821000000002, 103.76858008467408)",429.8687655227381,ew23,ew,485.1780900175682,158,2169.5752414544518,35,114.1527529183281,113,675.3240621965746,108
5022,"(1.4376932, 103.83024477974564)",598.3239312440397,ns12,ns,605.5634247996877,91,4174.857110437007,19,505.92913976615984,1,178.00228244799663,1
5023,"(1.3086965, 103.8981317)",1009.2039114545892,cc8,cc,631.2358255795633,72,1166.8949505819105,30,454.2171637186346,147,97.54340610953507,126
5024,"(1.3038846, 103.9097354869664)",1901.4465268793651,ew7,ew,542.0847175029152,76,2399.521478780779,30,228.84425376415163,148,915.7279257824334,25
5025,"(1.3123637, 103.80327091227252)",723.8853301692188,cc20,cc,907.8450805130888,19,1605.9488645092076,28,1086.1518444667238,97,1102.475584695672,100
5026,"(1.3005809, 103.89939364290174)",1448.2654220574639,cc8,cc,414.8886111024893,72,2051.9170893956175,30,535.6916940056248,147,885.6151460279883,126
5027,"(1.3162896000000002, 103.8405759660977)",525.3025170698642,dt11,dt,353.25921783438775,58,517.914854117296,29,572.763922759567,143,633.4483572037688,4
5028,"(1.34581915, 103.70373842328422)",838.7594344682093,ew27,ew,719.2007904076827,151,1285.0722548931808,11,401.3218823308508,160,409.09873218091116,14
5029,"(1.4271284, 103.840722)",685.7652574208461,ns13,ns,510.2227137308315,99,3501.8114092208866,2,395.3080979322201,70,688.7722846303104,140
5030,"(1.3583184, 103.86942607605992)",909.3313484824938,cc14,cc,899.5879986329552,116,843.9380473508606,31,178.96176350046096,179,144.81762575501003,94
5031,"(1.42708575, 103.84278783203123)",904.4823521718156,ns13,ns,736.5006663484743,99,3310.848447437123,2,166.1643440839371,70,680.5139029984318,85
5032,"(1.35251665, 103.75360894426125)",592.2403766561755,ns2,ns,554.4464015503843,139,2807.0385739949984,9,171.49098356283383,84,116.56686668510385,56
5033,"(1.3748722, 103.8503768)",553.7157923064849,ns16,ns,377.2717319320071,95,2428.5142886140243,18,299.0008070317186,73,161.44655138762892,2
5034,"(1.3159484, 103.8575892)",442.6312176329891,ne8,ne,532.359496565604,11,1642.4557808940394,29,657.243185657073,67,997.6026048963926,13
5035,"(1.3949801, 103.9107893)",1741.5144231988293,ne16,ne,241.46578483519949,119,1806.1585286625887,16,201.78236981726832,92,316.6519766654014,52
5036,"(1.3159611, 103.836848)",422.13069189861073,dt11,dt,765.0858963826265,58,855.5442201161216,29,366.21002212296054,6,430.3932774490953,4
5037,"(1.3271094, 103.7964042)",418.2196324806153,dt7,dt,1272.8609774750269,156,2387.412061670889,28,1146.8071501562322,126,790.7520218150041,79
5038,"(1.3154751, 103.8411131)",492.9715955561486,dt11,dt,339.8774206989531,58,562.704030427701,29,548.2148822400258,143,736.4944449123143,4
5039,"(1.325923, 103.7961083)",552.8374327268958,dt7,dt,1392.712108297439,156,2252.3602614927795,28,1222.0221489405385,126,827.9806429529813,60
5040,"(1.4339457, 103.7904575)",364.8282166449387,ns9,ns,433.55059190442137,93,539.9059119061668,4,93.89939476160589,163,769.6243743799574,104
